Descriptores,2008|Oferta|Producción bruta a precios productor,2008|Oferta|Importaciones C.I.F.,2008|Oferta|Márgenes de comercio y transporte,2008|Oferta y utilización,2008|Utilización|Demanda intermedia,2008|Utilización|Demanda final|Consumo privado,2008|Utilización|Demanda final|Consumo de gobierno,2008|Utilización|Demanda final|Formación bruta de capital fijo,2008|Utilización|Demanda final|Variación de existencias,2008|Utilización|Demanda final|Exportaciones de bienes FOB,2009|Oferta|Producción bruta a precios productor,2009|Oferta|Importaciones C.I.F.,2009|Oferta|Márgenes de comercio y transporte,2009|Oferta y utilización,2009|Utilización|Demanda intermedia,2009|Utilización|Demanda final|Consumo privado,2009|Utilización|Demanda final|Consumo de gobierno,2009|Utilización|Demanda final|Formación bruta de capital fijo,2009|Utilización|Demanda final|Variación de existencias,2009|Utilización|Demanda final|Exportaciones de bienes FOB,2010|Oferta|Producción bruta a precios productor,2010|Oferta|Importaciones C.I.F.,2010|Oferta|Márgenes de comercio y transporte,2010|Oferta y utilización,2010|Utilización|Demanda intermedia,2010|Utilización|Demanda final|Consumo privado,2010|Utilización|Demanda final|Consumo de gobierno,2010|Utilización|Demanda final|Formación bruta de capital fijo,2010|Utilización|Demanda final|Variación de existencias,2010|Utilización|Demanda final|Exportaciones de bienes FOB,2011|Oferta|Producción bruta a precios productor,2011|Oferta|Importaciones C.I.F.,2011|Oferta|Márgenes de comercio y transporte,2011|Oferta y utilización,2011|Utilización|Demanda intermedia,2011|Utilización|Demanda final|Consumo privado,2011|Utilización|Demanda final|Consumo de gobierno,2011|Utilización|Demanda final|Formación bruta de capital fijo,2011|Utilización|Demanda final|Variación de existencias,2011|Utilización|Demanda final|Exportaciones de bienes FOB,2012|Oferta|Producción bruta a precios productor,2012|Oferta|Importaciones C.I.F.,2012|Oferta|Márgenes de comercio y transporte,2012|Oferta y utilización,2012|Utilización|Demanda intermedia,2012|Utilización|Demanda final|Consumo privado,2012|Utilización|Demanda final|Consumo de gobierno,2012|Utilización|Demanda final|Formación bruta de capital fijo,2012|Utilización|Demanda final|Variación de existencias,2012|Utilización|Demanda final|Exportaciones de bienes FOB,2013|Oferta|Producción bruta a precios productor,2013|Oferta|Importaciones C.I.F.,2013|Oferta|Márgenes de comercio y transporte,2013|Oferta y utilización,2013|Utilización|Demanda intermedia,2013|Utilización|Demanda final|Consumo privado,2013|Utilización|Demanda final|Consumo de gobierno,2013|Utilización|Demanda final|Formación bruta de capital fijo,2013|Utilización|Demanda final|Variación de existencias,2013|Utilización|Demanda final|Exportaciones de bienes FOB,2014|Oferta|Producción bruta a precios productor,2014|Oferta|Importaciones C.I.F.,2014|Oferta|Márgenes de comercio y transporte,2014|Oferta y utilización,2014|Utilización|Demanda intermedia,2014|Utilización|Demanda final|Consumo privado,2014|Utilización|Demanda final|Consumo de gobierno,2014|Utilización|Demanda final|Formación bruta de capital fijo,2014|Utilización|Demanda final|Variación de existencias,2014|Utilización|Demanda final|Exportaciones de bienes FOB,2015|Oferta|Producción bruta a precios productor,2015|Oferta|Importaciones C.I.F.,2015|Oferta|Márgenes de comercio y transporte,2015|Oferta y utilización,2015|Utilización|Demanda intermedia,2015|Utilización|Demanda final|Consumo privado,2015|Utilización|Demanda final|Consumo de gobierno,2015|Utilización|Demanda final|Formación bruta de capital fijo,2015|Utilización|Demanda final|Variación de existencias,2015|Utilización|Demanda final|Exportaciones de bienes FOB,2016|Oferta|Producción bruta a precios productor,2016|Oferta|Importaciones C.I.F.,2016|Oferta|Márgenes de comercio y transporte,2016|Oferta y utilización,2016|Utilización|Demanda intermedia,2016|Utilización|Demanda final|Consumo privado,2016|Utilización|Demanda final|Consumo de gobierno,2016|Utilización|Demanda final|Formación bruta de capital fijo,2016|Utilización|Demanda final|Variación de existencias,2016|Utilización|Demanda final|Exportaciones de bienes FOB,2017|Oferta|Producción bruta a precios productor,2017|Oferta|Importaciones C.I.F.,2017|Oferta|Márgenes de comercio y transporte,2017|Oferta y utilización,2017|Utilización|Demanda intermedia,2017|Utilización|Demanda final|Consumo privado,2017|Utilización|Demanda final|Consumo de gobierno,2017|Utilización|Demanda final|Formación bruta de capital fijo,2017|Utilización|Demanda final|Variación de existencias,2017|Utilización|Demanda final|Exportaciones de bienes FOB,2018|Oferta|Producción bruta a precios productor<P>,2018|Oferta|Importaciones C.I.F.<P>,2018|Oferta|Márgenes de comercio y transporte<P>,2018|Oferta y utilización<P>,2018|Utilización|Demanda intermedia<P>,2018|Utilización|Demanda final|Consumo privado<P>,2018|Utilización|Demanda final|Consumo de gobierno<P>,2018|Utilización|Demanda final|Formación bruta de capital fijo<P>,2018|Utilización|Demanda final|Variación de existencias<P>,2018|Utilización|Demanda final|Exportaciones de bienes FOB<P>,2019|Oferta|Producción bruta a precios productor<P>,2019|Oferta|Importaciones C.I.F.<P>,2019|Oferta|Márgenes de comercio y transporte<P>,2019|Oferta y utilización<P>,2019|Utilización|Demanda intermedia<P>,2019|Utilización|Demanda final|Consumo privado<P>,2019|Utilización|Demanda final|Consumo de gobierno<P>,2019|Utilización|Demanda final|Formación bruta de capital fijo<P>,2019|Utilización|Demanda final|Variación de existencias<P>,2019|Utilización|Demanda final|Exportaciones de bienes FOB<P>
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales,350807.846,28565.429,14045.323,393418.598,157143.377,219464.384,2940.333,9266.051,49.409,4555.042,378542.901,29440.996,14277.501,422261.398,164299.019,240862.274,3622.251,8644.145,169.951,4663.76,391369.919,29559.892,13087.56,434017.371,166083.012,253227.931,4155.12,7139.535,204.313,3207.462,399741.157,33022.234,15200.982,447964.373,175332.762,254536.093,4415.812,8009.23,475.144,5195.331,421078.741,35866.65,14979.836,471925.227,182043.232,269074.903,6424.184,7040.309,637.82,6704.78,434204.083,28069.234,12865.552,475138.869,174081.76,281411.042,5720.731,5126.356,282.034,8516.946,440821.648,25635.463,11895.655,478352.766,173426.358,282538.893,6311.729,5510.07,304.572,10261.144,449467.667,33534.854,15262.144,498264.665,183818.021,286355.097,7644.383,7397.183,206.297,12843.681,441902.769,36674.247,16028.765,494605.781,195352.3,270966.478,7789.514,7453.417,214.843,12829.229,467514.452,41461.466,17452.494,526428.412,203805.565,292114.884,7100.347,7238.834,206.203,15962.579,497740.267,42082.954,17491.866,557315.087,202451.808,323970.18,8218.864,8156.645,529.878,13987.709,510699.451,43954.786,18001.302,572655.539,208031.66,328888.56,7960.276,8152.661,98.887,19523.496
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Cine,19380.632,277.448,1091.346,20749.426,6433.214,14077.025,NA,205.109,-101.311,135.389,20413.698,558.876,1423.413,22395.987,7491.403,14343.862,NA,386.095,-12.373,187,22633.127,959.455,1446.255,25038.837,7939.816,16239.181,4.82,635.558,9.051,210.411,24509.993,810.647,1525.756,26846.396,7804.396,18198.32,60.087,496.331,106.957,180.304,26887.475,1818.349,1748.261,30454.085,7743.805,21012.384,226.475,1264.76,40.685,165.976,28133.887,1592.757,1448.469,31175.113,7375.648,22389.632,205.711,1036.64,-4.202,171.684,29463.61,737.973,1093.112,31294.695,6916.82,23395.441,318.814,593.806,7.108,62.707,33442.644,528.186,1260.741,35231.571,6941.865,27285.037,336.074,595.058,48.923,24.613,38537.124,581.407,1375.886,40494.417,7534.296,31824.468,352.302,725.64,46.1,11.611,41186.397,490.983,1239.119,42916.499,7770.37,34051.704,364.595,704.61,-3.268,28.488,42329.928,509.727,1166.211,44005.866,8060.339,34773.558,388.987,759.368,-19.703,43.316,46452.94,365.101,1074.504,47892.545,6881.856,39827.882,184.029,881.612,38.879,78.287
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Internet,251549.397,1909.421,NA,253458.818,90966.721,160273.478,NA,NA,NA,2218.619,273323.752,1940.639,NA,275264.391,93882.65,179547.396,NA,NA,NA,1834.346,280540.864,627.012,NA,281167.876,96234.061,183701.51,NA,NA,NA,1232.305,277218.367,859.423,NA,278077.79,100286.787,176376.443,NA,NA,NA,1414.56,292848.776,1463.025,NA,294311.801,107363.008,185344.309,NA,NA,NA,1604.484,301011.532,1228.65,NA,302240.182,108111.861,192935.752,NA,NA,NA,1192.57,301476.531,1193.77,NA,302670.301,106730.964,194786.199,NA,NA,NA,1153.138,295377.525,1517.661,NA,296895.186,110112.907,185579.738,NA,NA,NA,1202.541,280200.237,2006.276,NA,282206.513,114127.061,167133.702,NA,NA,NA,945.75,294016.888,2023.545,NA,296040.433,119065.495,176252.95,NA,NA,NA,721.988,310858.246,3087.743,NA,313945.989,113465.416,199857.174,NA,NA,NA,623.399,323122.911,7444.323,NA,330567.234,124205.916,205721.894,NA,NA,NA,639.424
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Radio,20857.269,11126.053,6517.9,38501.222,24484.634,9347.973,66.273,3176.009,93.209,1333.124,21634.387,9598.038,6198.865,37431.29,24420.59,8714.199,64.563,2653.848,170.055,1408.037,20223.058,11554.671,6016.665,37794.394,23574.065,10360.275,76.982,2405.339,148.351,1229.382,23613.374,12313.29,7036.449,42963.113,24443.548,12122.735,72.153,2729.272,226.329,3369.076,22142.247,12774.625,6595.991,41512.863,22430.072,11711.111,95.406,2291.964,335.493,4648.817,22988.081,8708.873,5485.422,37182.376,15555.607,12788.762,84.769,1591.505,155.184,7006.549,25389.991,8248.904,5523.715,39162.61,15010.416,13538.308,87.151,1736.6,157.403,8632.732,29053.563,13984.144,7852.269,50889.976,18719.166,17529.567,85.307,3191.977,88.584,11275.374,30959.985,16096.31,8522.867,55579.162,23028.794,17856.584,78.738,3563.541,84.668,10966.836,32277.697,17805.332,9219.707,59302.736,23448.168,17843.796,77.006,3546.46,100.39,14286.915,33071.515,14066.1,8196.948,55334.563,21079.842,17827.672,85.62,3764.962,295.489,12280.977,35292.212,11291.613,8231.252,54815.077,17757.704,16020.764,83.913,3375.251,7.213,17570.233
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Televisión,49627.567,6462.696,2905.847,58996.11,29831.696,28014.421,NA,964.424,40.066,145.503,53029.472,9060.498,3308.686,65398.656,33120.477,31225.871,NA,879.425,78.899,93.983,57222.636,9560.922,2880.477,69664.035,32731.933,35877.992,1.112,860.421,75.408,117.17,62921.477,11859.087,3760.871,78541.435,37069.719,39988.894,13.867,1163.67,148.364,156.922,65150.333,11961.241,3490.056,80601.63,38153.561,41053.927,52.266,900.595,214.817,226.464,68622.888,9456.263,3095.56,81174.711,36307.678,43728.283,47.474,837.321,120.195,133.759,69876.555,10333.038,3254.718,83464.311,37983.268,43895.423,73.576,1026.128,133.923,351.993,75338.759,11525.734,3755.638,90620.131,40660.164,47879.759,77.56,1635.542,40.715,326.391,75490.412,11159.106,3401.057,90050.575,42799.426,45006.445,81.305,1249.776,35.754,877.87,84184.978,11892.838,3280.109,99357.925,45273.468,51744.322,84.142,1312.961,49.041,893.992,93823.385,13497.593,3761.46,111082.438,50936.584,57035.595,89.771,1782.422,220.753,1017.313,88406.868,13950.32,4324.436,106681.624,50381.14,52776.537,42.47,2255.077,32.265,1194.134
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Videojuegos,416.708,8789.811,3530.23,12736.749,991.078,7711.865,NA,3293.953,17.445,722.407,409.268,8282.945,3346.537,12038.75,997.473,6976.268,NA,2991.245,-66.63,1140.394,408.047,6857.832,2744.163,10010.042,910.849,6999.542,NA,1709.955,-28.497,418.194,406.557,7179.787,2877.906,10464.25,799.789,7803.815,NA,1792.682,-6.506,74.469,430.813,7849.41,3145.528,11425.751,916.459,9905.966,NA,497.462,46.825,59.039,453.891,7082.691,2836.101,10372.683,799.826,9536.667,NA,12.949,10.857,12.384,496.468,5121.778,2024.11,7642.356,682.496,6884.568,NA,8.579,6.138,60.574,550.852,5979.129,2393.496,8923.477,826.011,8046.996,NA,7.633,28.075,14.762,562.625,6831.148,2728.955,10122.728,930.636,9109.71,NA,6.899,48.321,27.162,548.324,9248.768,3713.559,13510.651,1218.309,12192.388,NA,8.717,60.04,31.196,471.929,10921.791,4367.247,15760.967,1243.823,14451.852,NA,9.249,33.339,22.704,474.965,10903.429,4371.11,15749.504,1156.712,14519.188,NA,11.656,20.53,41.418
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Propiedad intelectual en medios audiovisuales,5106.306,NA,NA,5106.306,4436.034,39.622,10.275,620.375,NA,NA,5126.799,NA,NA,5126.799,4386.426,54.678,10.342,675.353,NA,NA,5521.687,NA,NA,5521.687,4692.288,49.431,11.207,768.761,NA,NA,5852.099,NA,NA,5852.099,4928.523,45.886,13.131,864.559,NA,NA,6485.18,NA,NA,6485.18,5436.327,47.206,12.338,989.31,NA,NA,7117.675,NA,NA,7117.675,5931.14,31.946,12.89,1141.699,NA,NA,7309.501,NA,NA,7309.501,6102.394,38.954,13.277,1154.876,NA,NA,8087.513,NA,NA,8087.513,6557.908,34,14.182,1481.422,NA,NA,8511.194,NA,NA,8511.194,6932.087,35.569,15.515,1528.023,NA,NA,8449.551,NA,NA,8449.551,7029.755,29.724,14.727,1375.346,NA,NA,9040.141,NA,NA,9040.141,7665.804,24.329,14.753,1335.254,NA,NA,9109.653,NA,NA,9109.653,7648.332,22.295,13.57,1425.457,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Medios audiovisuales|Gestión pública en audiovisuales,3869.9666096549613,NA,NA,3869.967,NA,NA,2863.7853779374996,1006.1812317174617,NA,NA,4605.525179241315,NA,NA,4605.525,NA,NA,3547.34587785673,1058.1793013845847,NA,NA,4820.500187505923,NA,NA,4820.5,NA,NA,4060.9989884393262,759.5011990665972,NA,NA,5219.290071686072,NA,NA,5219.29,NA,NA,4256.573785524014,962.7162861620583,NA,NA,7133.917262289621,NA,NA,7133.917,NA,NA,6037.69934693365,1096.2179153559714,NA,NA,5876.12886218553,NA,NA,5876.129,NA,NA,5369.886829994352,506.24203219117777,NA,NA,6808.992097258417,NA,NA,6808.992,NA,NA,5818.910652750525,990.0814445078927,NA,NA,7616.8106388104125,NA,NA,7616.811,NA,NA,7131.2601139412845,485.550524869128,NA,NA,7641.192466256748,NA,NA,7641.192,NA,NA,7261.65444702176,379.5380192349886,NA,NA,6850.61728279499,NA,NA,6850.617,NA,NA,6559.876795500528,290.7404872944628,NA,NA,8145.122981150149,NA,NA,8145.123,NA,NA,7639.732507229684,505.3904739204641,NA,NA,7839.901969770457,NA,NA,7839.902,NA,NA,7636.293747394688,203.60822237576951,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías,96595.387,NA,30433.493,127028.88,23462.346,96845.212,252.238,5519.315,949.768,NA,95405.428,NA,29819.236,125224.664,24635.058,94124.912,296.67,5468.295,699.729,NA,104515.889,NA,32781.086,137296.975,25818.786,104599.405,286.96,5816.149,775.674,NA,112300.269,NA,35384.595,147684.864,28894.735,111908.417,362.52,6101.962,417.229,NA,123353.723,NA,38818.432,162172.155,30723.53,124204.684,343.804,6381.999,518.136,NA,127829.704,NA,40058.365,167888.069,30162.75,130372.591,407.891,6058.137,886.699,NA,132868.045,NA,40912.624,173780.669,32084.947,134466.98,567.143,5937.865,723.732,NA,146948.326,NA,45684.068,192632.394,35334.85,147799.31,579.881,7026.013,1892.34,NA,158895.002,NA,49601.617,208496.619,36355.806,164252.496,444.485,6989.455,454.375,NA,174373.058,NA,54903.206,229276.264,43309.589,176916.889,455.929,7323.553,1270.304,NA,187713.936,NA,59143.618,246857.554,44047.017,193151.741,512.558,8070.193,1076.045,NA,195784.193,NA,61841.743,257625.936,46264.515,203286.93,391.894,7921.408,-238.81,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alfarería y cerámica,2433.288,NA,762.586,3195.874,1134.367,2045.031,NA,2.908,13.568,NA,2427.394,NA,765.96,3193.354,1160.211,2030.844,NA,2.156,0.143,NA,2889.852,NA,901.852,3791.704,1233.312,2542.569,NA,2.913,12.909,NA,3060.277,NA,956.911,4017.188,1285.106,2725.551,NA,2.788,3.743,NA,3154.059,NA,985.953,4140.012,1328.956,2774.12,NA,3.407,33.529,NA,2839.271,NA,886.77,3726.041,1306.79,2410.782,NA,1.606,6.863,NA,2952.84,NA,908.45,3861.29,1296.964,2554.918,NA,2.374,7.033,NA,3066.574,NA,957.436,4024.01,1389.54,2619.451,NA,2.031,12.988,NA,2659.905,NA,828.514,3488.419,1306.862,2168.073,NA,2.346,11.138,NA,3654.019,NA,1144.806,4798.825,1725.849,3070.74,NA,2.675,-0.439,NA,3043.428,NA,949.004,3992.432,1521.12,2448.831,NA,1.936,20.545,NA,5230.096,NA,1635.661,6865.757,2189.391,4678.513,NA,1.518,-3.665,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Fibras vegetales y textiles,25787.782,NA,7818.036,33605.818,4020.669,29034.786,NA,547.089,3.274,NA,25576.937,NA,7831.83,33408.767,4386.296,28273.496,NA,667.684,81.292,NA,28648.276,NA,8710.241,37358.517,4713.982,31935.954,NA,502.882,205.699,NA,30792.146,NA,9421.501,40213.647,4800.072,34559.404,NA,638.261,215.91,NA,32562.968,NA,9970.514,42533.482,4959.263,37268.758,NA,260.748,44.712,NA,34766.387,NA,10632.437,45398.824,4548.104,40641.457,NA,83.798,125.464,NA,35296.8,NA,10593.741,45890.541,4576.419,40932.275,NA,89.367,292.48,NA,39833.697,NA,12093.014,51926.711,5236.171,46282.318,NA,99.877,308.345,NA,46310.836,NA,14303.058,60613.894,5981.671,54314.739,NA,121.595,195.889,NA,48136.183,NA,15117.686,63253.869,6424.394,56421.38,NA,142.644,265.45,NA,54118.894,NA,17118.189,71237.083,7010.769,63938.987,NA,159.974,127.353,NA,56211.49,NA,17882.817,74094.307,7482.853,66419.257,NA,177.728,14.469,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Madera, maque y laca, instrumentos musicales y juguetería",23317.202,NA,7748.605,31065.807,4413.853,21692.542,NA,4906.802,52.61,NA,22036.029,NA,7362.953,29398.982,4198.526,20433.131,NA,4714.535,52.789,NA,24141.121,NA,7991.775,32132.896,4352.892,22435.915,NA,5217.305,126.784,NA,25287.584,NA,8432.113,33719.697,4838.238,23443.398,NA,5376.908,61.154,NA,28443.292,NA,9404.564,37847.856,5582.928,26334.592,NA,5997.775,-67.439,NA,27882.881,NA,9112.736,36995.617,5048.076,25875.855,NA,5895.166,176.52,NA,28616.401,NA,9163.843,37780.244,5416.231,26584.076,NA,5761.3,18.637,NA,32940.494,NA,10720.092,43660.586,6063.539,30714.031,NA,6820.586,62.431,NA,33490.828,NA,10799.709,44290.537,6495.63,30924.387,NA,6747.438,123.082,NA,34701.354,NA,11214.144,45915.498,7201.687,31575.148,NA,7044.674,93.989,NA,38815.695,NA,12545.622,51361.317,8190.408,35352.413,NA,7741.858,76.639,NA,39021.761,NA,12548.59,51570.351,8365.268,35592.428,NA,7614.732,-2.076,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Cartón y papel, plástica popular, cerería y pirotecnia",4190.135,NA,1271.249,5461.384,2420.223,2943.885,NA,NA,97.275,NA,4460.573,NA,1355.007,5815.58,2490.563,3361.8,NA,NA,-36.783,NA,4693.402,NA,1409.604,6103.006,2612.147,3382.972,NA,NA,107.888,NA,5160.236,NA,1564.266,6724.502,3657.184,3115.057,NA,NA,-47.74,NA,5592.883,NA,1698.185,7291.068,3836.404,3484.996,NA,NA,-30.333,NA,5752.4,NA,1747.606,7500.006,3866.554,3383.486,NA,NA,249.966,NA,6351.454,NA,1893.946,8245.4,4480.68,3653.404,NA,NA,111.316,NA,6859.822,NA,2076.38,8936.202,4953.373,3915.295,NA,NA,67.533,NA,6619.115,NA,2007.754,8626.869,4061.027,4278.934,NA,NA,286.907,NA,7317.292,NA,2235.638,9552.93,4604.97,4694.502,NA,NA,253.458,NA,8749.171,NA,2682.484,11431.655,5648.994,5656.099,NA,NA,126.562,NA,8461.368,NA,2578.191,11039.559,5788.453,5303.196,NA,NA,-52.091,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Metalistería, joyería y orfebrería",3094.716,NA,966.874,4061.59,2380.233,1622.618,NA,47.462,11.277,NA,3380.192,NA,1067.657,4447.849,2671.832,1692.865,NA,63.239,19.913,NA,3787.349,NA,1198.287,4985.636,2973.99,1906.371,NA,76.805,28.469,NA,4311.695,NA,1376.479,5688.174,3167.648,2448.988,NA,64.903,6.635,NA,4690.227,NA,1482.047,6172.274,3483.386,2514.014,NA,80.01,94.864,NA,4530.823,NA,1451.571,5982.394,3385.603,2511.775,NA,74.196,10.82,NA,4838.422,NA,1539.539,6377.961,3692.153,2529.606,NA,79.241,76.96,NA,4940.841,NA,1581.895,6522.736,3709.285,2631.766,NA,98.8,82.885,NA,7883.334,NA,2563.151,10446.485,4826.494,5483.991,NA,99.884,36.116,NA,9153.873,NA,2981.975,12135.848,5563.897,6381.582,NA,119.406,70.963,NA,11075.024,NA,3642.921,14717.945,5851.893,8673.25,NA,141.223,51.579,NA,11129.341,NA,3683.011,14812.352,5540.092,9153.334,NA,113.925,5.002,NA
"Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Lapidaria, cantería y vidrio",9333.381,NA,2993.024,12326.405,6222.747,5930.157,NA,NA,173.502,NA,9078.882,NA,2918.417,11997.299,6839.334,5164.075,NA,NA,-6.11,NA,8904.242,NA,2831.32,11735.562,6651.023,4955.681,NA,NA,128.857,NA,9538.485,NA,3046.872,12585.357,7715.005,4902.783,NA,NA,-32.431,NA,9835.382,NA,3140.836,12976.218,7914.448,5016.864,NA,NA,44.906,NA,10725.524,NA,3431.378,14156.902,8039.245,5988.945,NA,NA,128.713,NA,11960.914,NA,3761.086,15722,8833.747,6734.932,NA,NA,153.321,NA,13321.862,NA,4255.464,17577.326,9790.93,7467.333,NA,NA,319.063,NA,12398.605,NA,3955.928,16354.533,9094.15,7635.977,NA,NA,-375.595,NA,17034.095,NA,5466.233,22500.328,12755.594,9643.636,NA,NA,101.099,NA,14207.127,NA,4537.814,18744.941,10777.032,7969.008,NA,NA,-1.1,NA,15268.352,NA,4891.484,20159.836,11632.549,8527.564,NA,NA,-0.277,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Talabartería y marroquinería,6640.489,NA,1766.218,8406.707,821.404,7578.548,NA,NA,6.755,NA,6401.801,NA,1674.892,8076.693,730.313,7291.181,NA,NA,55.199,NA,7197.517,NA,1859.626,9057.143,925.53,8164.288,NA,NA,-32.675,NA,7619.19,NA,1978.303,9597.493,1005.678,8811.239,NA,NA,-219.425,NA,8223.99,NA,2127.55,10351.54,865.047,9396.331,NA,NA,90.162,NA,8328.836,NA,2112.179,10441.015,1164.674,9355.457,NA,NA,-79.117,NA,8599.621,NA,2167.688,10767.309,816.74,9826.014,NA,NA,124.554,NA,8995.587,NA,2261.444,11257.031,825.53,10258.803,NA,NA,172.698,NA,9288.646,NA,2315.297,11603.943,884.63,10538.041,NA,NA,181.272,NA,9757.568,NA,2447.068,12204.636,957.531,11036.432,NA,NA,210.673,NA,9451.035,NA,2315.004,11766.039,862.793,10752.392,NA,NA,150.854,NA,9770.624,NA,2401.107,12171.731,871.748,11223.415,NA,NA,76.568,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Alimentos y dulces típicos,21531.102,NA,7106.901,28638.003,2048.85,25997.645,NA,NA,591.507,NA,21726.269,NA,6842.52,28568.789,2157.983,25877.52,NA,NA,533.286,NA,23950.927,NA,7878.381,31829.308,2355.91,29275.655,NA,NA,197.743,NA,26149.035,NA,8608.15,34757.185,2425.804,31901.997,NA,NA,429.383,NA,30467.059,NA,10008.783,40475.842,2753.098,37415.009,NA,NA,307.735,NA,32592.32,NA,10683.688,43276.008,2803.704,40204.834,NA,NA,267.47,NA,33678.867,NA,10884.331,44563.198,2972.013,41651.755,NA,NA,-60.569,NA,36404.849,NA,11738.343,48143.192,3366.482,43910.313,NA,NA,866.397,NA,39781.056,NA,12828.206,52609.262,3705.342,48908.354,NA,NA,-4.434,NA,44148.591,NA,14295.656,58444.247,4075.667,54093.469,NA,NA,275.111,NA,47715.802,NA,15352.58,63068.382,4184.008,58360.761,NA,NA,523.613,NA,50285.762,NA,16220.882,66506.644,4394.161,62389.223,NA,NA,-276.74,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Artesanías|Gestión pública en artesanías,267.29176233626674,NA,NA,267.292,NA,NA,252.23820820491264,15.0535541313541,NA,NA,317.35123339249014,NA,NA,317.351,NA,NA,296.67039722664293,20.680836165847236,NA,NA,303.2032209910398,NA,NA,303.203,NA,NA,286.9596207733645,16.243600217675276,NA,NA,381.6213700446961,NA,NA,381.621,NA,NA,362.5196268380567,19.101743206639405,NA,NA,383.86261664538256,NA,NA,383.863,NA,NA,343.8036046196738,40.059012025708725,NA,NA,411.262086365329,NA,NA,411.262,NA,NA,407.8911466559988,3.3709397093302385,NA,NA,572.7259260173132,NA,NA,572.726,NA,NA,567.1429088748506,5.5830171424625945,NA,NA,584.5996007671249,NA,NA,584.6,NA,NA,579.8809076047132,4.718693162411718,NA,NA,462.6771291245705,NA,NA,462.677,NA,NA,444.48506902087087,18.192060103699635,NA,NA,470.0834403520017,NA,NA,470.083,NA,NA,455.9294735028441,14.153966849157593,NA,NA,537.7597506321978,NA,NA,537.76,NA,NA,512.5578019523892,25.20194867980854,NA,NA,405.39899290370624,NA,NA,405.399,NA,NA,391.8936789349236,13.505313968782637,NA,NA
Millones de pesos a precios corrientes|Total cultura|Subtotal de áreas generales y específicas|Diseño y servicios creativos,60364.533,42.074,13.403,60420.01,48296.072,7021.084,1347.994,3745.646,0.957,8.259,59865.095,91.211,20.842,59977.148,48050.661,6499.595,1489.788,3931.54,-1.641,7.207,61570.39,113.106,26.055,61709.551,49260.046,6618.144,1705.117,4114.371,-2.233,14.105,64204.245,96.764,19.929,64320.938,51053.856,6987.569,1823.398,4437.466,1.762,16.884,69079.79,170.164,47.61,69297.564,54767.21,7573.502,2101.032,4832.804,5.07,17.948,69974.855,117.075,27.529,70119.459,54978.756,7965.937,1645.052,5513.307,3.033,13.371,74714.175,112.069,23.096,74849.34,58478.227,8827.227,1243.489,6240.565,2.946,56.886,79301.795,169.099,38.595,79509.489,60557.581,10470.878,1489.297,6966.625,1.949,23.159,83861.344,164.006,37.107,84062.457,66008.668,8601.42,1587.701,7824.974,2.023,37.669,90132.692,134.312,25.705,90292.709,70490.792,9554.899,1651.375,8557.046,1.332,37.267,95587.916,137.092,26.356,95751.364,75484.775,9596.385,2183.442,8476.219,0.482,10.062,97090.078,150.141,29.725,97269.944,76765.168,8926.231,2141.067,9424.109,1.055,12.313
